port_name,country,latitude,longitude
WATCHET HARBOR,GB,51.183333,-3.333333
ST. MARY'S (SCILLY ISL.),GB,49.916667,-6.316667
LAUTOKA HARBOR,FJ,-17.6,177.45
MALAI,FJ,-16.35,179.366667
YANGPU,CN,19.733333,109.183333
CHIWAN,CN,19.966667,110.033333
SHUI DONG,CN,21.483333,111.083333
ZHUHAI,CN,22.233333,113.583333
MANISTIQUE,US,45.95,-86.25
PORT INLAND,US,45.966667,-85.866667
TWO RIVERS,US,44.15,-87.566667
KEWAUNEE,US,44.466667,-87.5
PETOSKEY,US,45.366667,-84.966667
LELAND,US,45.016667,-85.766667
MICHIGAN CITY,US,41.733333,-86.9
GARY,US,41.616667,-87.333333
BUFFINGTON,US,41.633333,-87.416667
INDIANA HARBOR,US,41.666667,-87.433333
CALUMET HARBOR,US,41.733333,-87.516667
WILMETTE,US,42.083333,-87.683333
GREAT LAKES,US,42.3,-87.833333
WAUKEGAN,US,42.366667,-87.816667
KENOSHA,US,42.583333,-87.816667
RACINE,US,42.733333,-87.783333
PORT WASHINGTON,US,43.383333,-87.866667
PORTO TORRES,IT,40.833333,8.4
CARLOFORTE,IT,39.15,8.316667
PORTO VESME,IT,39.2,8.4
ARBATAX,IT,39.933333,9.7
CAGLIARI,IT,39.216667,9.116667
ORISTANO,IT,39.866667,8.55
PONTRIEUX,FR,48.7,-3.15
PORT DE ROSCOFF-BLOSCON,FR,48.733333,-3.983333
TARABULUS,LB,34.45,35.833333
BAYRUT,LB,33.9,35.5
NELSON,NZ,-41.266667,173.266667
PORT LYTTELTON,NZ,-43.6,172.716667
TIMARU,NZ,-44.4,171.25
BLUFF HARBOR,NZ,-46.6,168.333333
FAKSE LADEPLADS HAVN,DK,55.216667,12.166667
KOGE,DK,55.45,12.2
KOBENHAVN,DK,55.7,12.616667
TUBORG,DK,55.716667,12.583333
HELSINGOR,DK,56.033333,12.616667
FREDERIKSVAERK,DK,55.966667,12.016667
FREDERIKSSUND,DK,55.833333,12.05
KYNDBYVAERKETS HAVN,DK,55.816667,11.883333
HOLBAEK,DK,55.716667,11.716667
KALUNDBORG,DK,55.683333,11.1
KORSOR,DK,55.333333,11.133333
SKAELSKOR,DK,55.25,11.3
NYKOBING (MOR),DK,56.766667,11.866667
HUNDESTED,DK,55.966667,11.85
APRA HARBOR,GU,13.45,144.616667
KARWAR,IN,14.816667,74.116667
QUILON (KOLLAM),IN,8.883333,76.583333
HAZIRA,IN,21.083333,72.633333
NEW MANGALORE,IN,12.916667,74.816667
PORBANDAR,IN,21.633333,69.6
KING FAHD PORT,SA,23.95,38.216667
YANBU,SA,24.083333,38.05
JIDDAH,SA,21.483333,39.183333
JIZAN,SA,16.9,42.483333
RABIGH,SA,22.733333,38.983333
ACAJUTLA,SV,13.583333,-89.833333
VISBY,SE,57.633333,18.283333
KLINTEHAMN,SE,57.383333,18.2
FUNCHAL,PT,32.633333,-16.916667
JAKARTA,ID,-6.1,106.883333
CIREBON,ID,-6.716667,108.566667
SURABAYA,ID,-7.2,112.733333
BAHIA DE MATARANI,PE,-17,-72.116667
BAHIA SAN NICOLAS,PE,-15.25,-75.233333
PUERTO DEL CALLAO,PE,-12.05,-77.15
SALAVERRY,PE,-8.233333,-78.983333
MESOLONGION,GR,38.366667,21.416667
PATRAI,GR,38.25,21.733333
KATAKOLON,GR,37.65,21.316667
KALAMATA,GR,37.016667,22.116667
HILO,US,19.733333,-155.066667
KAWAIHAE,US,20.033333,-155.833333
KAHULUI,US,20.9,-156.466667
LAHAINA,US,20.866667,-156.666667
KAUMALAPAU HARBOR,US,20.783333,-157
HONOLULU,US,21.3,-157.866667
PORT ALLEN,US,21.9,-159.583333
NAWILIWILI BAY,US,21.95,-159.35
AHUKINI LANDING,US,22,-159.333333
BARBER'S POINT,US,21.316667,-158.116667
POTI,GE,42.15,41.583333
BATUMI,GE,41.65,41.65
GRAND BANK,CA,47.1,-55.75
TOLKKINEN,FI,60.033333,25.583333
RAHJA,FI,64.2,23.733333
HELSINKI,FI,60.166667,24.966667
KOTKA,FI,60.466667,26.966667
RAAHE,FI,64.683333,24.416667
MANTYLUOTO,FI,61.6,21.483333
RAUMA,FI,61.133333,21.5
UUSIKAUPUNKI,FI,60.8,21.4
HANKO,FI,59.816667,22.95
PUERTO SAN ANTONIO,CL,-33.583333,-71.616667
BAHIA DE VALPARAISO,CL,-33.033333,-71.616667
ANTOFAGASTA,CL,-23.65,-70.416667
IQUIQUE,CL,-20.2,-70.166667
TOAMASINA,MG,-18.166667,49.416667
ANTISRANANA,MG,-12.266667,49.283333
SCRABSTER HARBOR,GB,58.616667,-3.55
DAKAR,SN,14.683333,-17.433333
SANTA CRUZ DE LA PALMA,ES,28.683333,-17.75
SANTA CRUZ DE TENERIFE,ES,28.466667,-16.233333
LAS PALMAS,ES,28.15,-15.416667
PUERTO DEL ROSARIO,ES,28.5,-13.85
ARRECIFE,ES,28.95,-13.533333
PUERTO BELGRANO,AR,-38.883333,-62.1
MAR DEL PLATA,AR,-38.033333,-57.533333
BUENOS AIRES,AR,-34.6,-58.366667
QUEQUEN,AR,-38.583333,-58.7
PUERTO ROSALES,AR,-38.933333,-62.066667
COMODORO RIVADAVIA,AR,-45.866667,-67.466667
BALTIYSK,RU,54.633333,19.9
TAGANROG,RU,47.2,38.95
YEYSK,RU,46.733333,38.266667
NOVOROSSIYSK,RU,44.716667,37.783333
TUAPSE,RU,44.1,39.066667
SOCHI,RU,43.583333,39.733333
MITSIWA HARBOR,ER,15.616667,39.466667
XIUYU,CN,25.233333,118.983333
GOULAIS BAY,CA,46.733333,-84.5
BATCHAWANA BAY,CA,46.916667,-84.6
GARGANTUA,CA,47.566667,-84.966667
MICHIPICOTEN,CA,47.966667,-84.9
QUEBEC HARBOUR,CA,47.7,-85.8
HERON BAY,CA,48.65,-86.316667
BAUBAU,ID,-5.466667,122.616667
POMALAA,ID,-4.166667,121.6
KENDARI,ID,-3.966667,122.583333
MANADO,ID,1.5,124.833333
KOLONODALE,ID,-1.983333,121.333333
BITUNG,ID,1.433333,125.183333
MILLHAVEN,CA,44.2,-76.733333
PICTON,CA,44.016667,-77.133333
BELLEVILLE,CA,44.15,-77.4
TORONTO,CA,43.616667,-79.383333
HAMILTON,CA,43.25,-79.85
OSMUSSAAR,EE,59.3,23.366667
JOHNSTON ATOLL,XU,16.75,-169.516667
HIRARA KO,JP,24.8,125.283333
ST GEORGE'S,CA,48.45,-58.45
CORNER BROOK,CA,48.95,-57.95
WAKE ISLAND,QW,19.283333,166.616667
TUKTOYAKTUK,CA,69.45,-133
POLICE POINT,CA,70.183333,-124.75
PAULATUK,CA,69.35,-124.083333
PEARCE POINT,CA,69.816667,-122.75
TYSOE POINT,CA,69.6,-120.75
SACHS HARBOR,CA,71.966667,-125.25
BERNARD HARBOR,CA,68.783333,-114.766667
LADY FRANKLIN POINT,CA,68.483333,-113.266667
CAMBRIDGE BAY,CA,69.116667,-105.066667
RESOLUTE BAY,CA,74.683333,-95.9
EL BLUFF,NI,12,-83.7
MOCAMBIQUE,MZ,-15.033333,40.733333
NACALA,MZ,-14.533333,40.666667
BEIRA,MZ,-19.833333,34.833333
IBO,MZ,-12.333333,40.616667
ADEN,YE,12.783333,44.95
AL MUKHA,YE,13.316667,43.25
MOSTYN,GB,53.316667,-3.266667
UIG,GB,57.583333,-6.35
LOCHMADDY,GB,57.6,-7.166667
CASTLE BAY,GB,56.95,-7.483333
LOCHBOISDALE,GB,57.15,-7.3
STORNOWAY HARBOR,GB,58.183333,-6.366667
TARBERT,GB,57.9,-6.816667
MALLAIG,GB,57,-5.816667
TOBERMORY,GB,56.616667,-6.066667
CRAIGNURE,GB,56.466667,-5.7
CORPACH,GB,56.85,-5.116667
OBAN,GB,56.416667,-5.466667
CAMPBELTOWN,GB,55.433333,-5.6
ARDRISHAIG,GB,56.016667,-5.45
GREENOCK,GB,55.95,-4.75
LARGS,GB,55.8,-4.866667
MILLPORT,GB,55.75,-4.916667
ORNSAY,GB,57.15,-5.8
PLOCKTON,GB,57.333333,-5.65
KYLEAKIN,GB,57.266667,-5.733333
BROADFORD BAY,GB,57.25,-5.883333
PORTREE HARBOR,GB,57.416667,-6.2
KILKEEL,GB,54.05,-5.983333
WONSAN,KP,39.166667,127.45
CH'ONGJIN,KP,41.766667,129.816667
SENBONG,KP,42.333333,130.4
NUKU ALOFA,TO,-21.133333,-175.2
PANGAI,TO,-19.8,-174.35
NEIAFU,TO,-18.65,-173.983333
TAREMPAH,ID,3.216667,106.216667
WIDURI MARINE TERMINAL,ID,-4.666667,106.65
PORTHMOS EVRIPOU,GR,38.466667,23.583333
LARIMNA,GR,38.566667,23.283333
STILIS,GR,38.916667,22.616667
TSINGELI,GR,39.166667,22.85
MILIANA,GR,39.166667,23.216667
THESSALONIKI,GR,40.633333,22.933333
YERAKINI,GR,40.266667,23.466667
STRATONI,GR,40.516667,23.833333
LAGOS,GR,41,25.133333
DHIAVLOS STENO,GR,38.45,23.6
ORMOS MIKRO VATHI,GR,38.433333,23.6
CHALKIS,GR,38.466667,23.6
KYMASSI,GR,38.833333,23.466667
ACHLADI,GR,38.9,22.816667
ASTAKOS,GR,38.483333,21.1
BUSHEHR,IR,28.983333,50.833333
CHAH BAHAR,IR,25.266667,60.616667
JASK,IR,25.633333,57.766667
BANDAR TAHERI OFFSHORE TERMINAL,IR,27.65,52.35
QUTDLEQ,GL,61.516667,-42.216667
KUSANARTOQ,GL,61.766667,-42.216667
POLICE,PL,53.566667,14.566667
ITAQUI,BR,-2.566667,-44.366667
PAAMUIT (FREDERIKSHAB),GL,62,-49.666667
KANGERLUARSORUSEQ,GL,63.7,-51.55
ATTU,GL,67.95,-53.733333
ILLULISSAT (JAKOBSHAVN),GL,69.216667,-51.1
QASIGIANNGUIT-CHRISTIANSHAB,GL,68.816667,-51.183333
PITUFFIK (THULE AIR BASE),GL,76.533333,-68.866667
NANORTALIK HAVN,GL,60.116667,-45.2
QAQURTOQ,GL,60.716667,-46.05
NARSAQ,GL,60.916667,-46.05
NARSARSSUAQ,GL,61.15,-45.433333
GRONNEDAL (KANGILINNGUIT),GL,61.233333,-48.1
NUUK,GL,64.183333,-51.75
MANIITSOQ,GL,65.416667,-52.916667
KANGAMIUT,GL,65.816667,-53.3
SISIMIUT,GL,66.916667,-53.7
KANGERLUSUAQ,GL,66.966667,-50.95
AASIAAT,GL,68.7,-52.866667
QEQERTARSUAQ,GL,69.233333,-53.533333
UUMMANNAQ HARBOR,GL,70.683333,-52.15
KAJALLEQ UPERNAVIK,GL,72.15,-55.533333
UPERNAVIK,GL,72.766667,-56.15
LA PALOMA,UY,-34.65,-54.15
SANTO ANTONIO,ST,1.65,7.45
FREETOWN,SL,8.5,-13.233333
AL KHAIR OIL TERMINAL,SD,19.583333,37.25
SAWAKIN HARBOR,SD,19.133333,37.35
MALE,MV,4.166667,73.5
THEVENARD,AU,-32.166667,133.65
ALBANY,AU,-35.033333,117.883333
BROOME,AU,-17.966667,122.233333
DARWIN,AU,-12.466667,130.85
WEIPA,AU,-12.666667,141.866667
SYDNEY,AU,-33.866667,151.2
BOTANY BAY,AU,-34,151.233333
JERVIS BAY,AU,-35.116667,150.8
BATEMANS BAY,AU,-35.7,150.166667
WELSHPOOL,AU,-38.7,146.466667
WESTERN PORT,AU,-38.35,145.233333
MELBOURNE,AU,-37.833333,144.966667
GEELONG,AU,-38.15,144.366667
THURSDAY ISLAND,AU,-10.583333,142.216667
MOURILYAN HARBOUR,AU,-17.6,146.133333
WALVIS BAY,NA,-22.95,14.5
PORTO GRANDE,CV,16.883333,-25
CABANAS,CU,23,-82.966667
NUEVITAS BAY,CU,21.55,-77.266667
ANTILLA,CU,20.833333,-75.733333
FELTON,CU,20.733333,-75.6
NICARO,CU,20.716667,-75.55
MATANZAS,CU,23.05,-81.55
PUERTO PADRE,CU,21.283333,-76.533333
PORT BLAIR,IN,11.683333,92.75
SODUS BAY,US,43.266667,-76.983333
SACKETS HARBOR,US,43.95,-76.116667
CHAUMONT,US,44.066667,-76.133333
WESTPORT,IE,53.8,-9.533333
FENIT,IE,52.266667,-9.866667
BANTRY,IE,51.683333,-9.45
GREENORE,IE,54.033333,-6.133333
RATHMULLAN,IE,55.1,-7.533333
KILLYBEGS,IE,54.633333,-8.45
CASTLETOWN BEARHAVEN,IE,51.65,-9.916667
VALENTIA,IE,51.933333,-10.3
MAHDIA,TN,35.5,11.066667
TANJUNG ARANG  (BUNYU),ID,3.466667,117.833333
BONTANG LNG TERMINAL,ID,0.1,117.483333
TANJUNG SANTAN,ID,-0.1,117.533333
BALIKPAPAN,ID,-1.25,116.816667
KOTA BARU,ID,-3.233333,116.216667
TANAH MERAH,ID,-1.816667,116.166667
STAGEN,ID,-3.3,116.15
BENOA,ID,-8.75,115.216667
ENDE,ID,-8.833333,121.65
TANJUNG BENETE,ID,-8.9,116.75
KUPANG,ID,-10.166667,123.583333
CRUZ BAY,VI,18.333333,-64.8
BROFJORDEN,SE,58.383333,11.416667
OSKARSHAMN,SE,57.266667,16.45
FIGEHOLM,SE,57.366667,16.5
GREBBESTAD,SE,58.683333,11.266667
FJALLBACKA,SE,58.6,11.283333
BOVALLSTRAND,SE,58.483333,11.333333
HUNNEBOSTRAND,SE,58.433333,11.3
MARSTRAND,SE,57.883333,11.583333
LANDSKRONA,SE,55.866667,12.833333
SOLVESBORG,SE,56.05,14.583333
PORT RIKITEA,PF,-23.116667,-134.966667
CANNES,FR,43.55,7.016667
TOBERMORY,CA,45.266667,-81.666667
WIARTON,CA,44.75,-81.133333
PENETANGUISHENE,CA,44.766667,-79.933333
MIDLAND,CA,44.75,-79.916667
TIFFIN,CA,44.75,-79.85
PORT MCNICOLL,CA,44.75,-79.8
VICTORIA HARBOUR,CA,44.75,-79.816667
WAUBAUSHENE,CA,44.766667,-79.716667
DEPOT HARBOUR,CA,45.316667,-80.1
PARRY SOUND,CA,45.333333,-80.033333
BYNG INLET,CA,45.766667,-80.566667
KEY HARBOUR,CA,45.883333,-80.75
KILLARNEY,CA,45.966667,-81.516667
MANITOWANING,CA,45.75,-81.8
SHEGUIANDAH,CA,45.9,-81.916667
LITTLE CURRENT,CA,45.983333,-81.933333
HONORA,CA,45.866667,-82.166667
KAGAWONG,CA,45.916667,-82.25
GORE BAY,CA,45.916667,-82.466667
MELDRUM BAY,CA,45.933333,-83.116667
BLIND RIVER,CA,46.183333,-82.95
COCKBURN,CA,45.95,-83.316667
BRUCE MINES,CA,46.283333,-83.783333
HILTON,CA,46.25,-83.883333
RICHARDS LANDING,CA,46.3,-84.033333
KEMAMAN HARBOR,MY,4.25,103.466667
TRINCOMALEE HARBOR,LK,8.55,81.216667
HAFNARFJORDUR,IS,64.066667,-21.95
BILDUDALUR,IS,65.683333,-23.6
SKERJAFJORDUR,IS,64.15,-22.016667
THINGEYRI,IS,65.883333,-23.483333
ISAFJORDUR,IS,66.066667,-23.116667
STRAUMSVIK,IS,64.05,-22.05
BARENTSBURG,XR,78.066667,14.233333
LONGYEARBYEN,XR,78.2,15.7
NY ALESUND,XR,78.916667,11.95
PATANI,ID,0.366667,128.75
CHRISTIANSTED,VI,17.75,-64.7
DEFTERDAR BURNU,TR,41.05,29.033333
ISTINYE,TR,41.116667,29.05
AMBARLI,TR,40.966667,28.7
BORUSAN FERTILIZER JETTY,TR,40.416667,29.1
FUNAFUTI ATOLL,TV,-8.516667,179.133333
PETROPAVLOVSK,RU,53.05,158.65
NIKOL SKOYE,RU,55.2,165.983333
PROVIDENIYA,RU,64.416667,-173.233333
AMBARCHIK,RU,69.633333,162.316667
TIKSI,RU,71.633333,128.866667
PEVEK,RU,69.716667,170.3
PORT DIKSON,RU,73.5,80.516667
MEZEN,RU,65.833333,44.183333
SEVERODVINSK,RU,64.566667,39.783333
BELOMORSK,RU,64.533333,34.8
RABOCHEOSTROVSK,RU,64.983333,34.783333
KERET,RU,66.283333,33.566667
KOVDA,RU,66.683333,32.866667
BOLSHAYA PIRYU GUBA,RU,66.666667,34.366667
OSTROVNOY GREMIKHA,RU,68.05,39.516667
MYS ABRAM,RU,68.983333,33.033333
BUKHTA NAGAYEVA (MAGADAN),RU,59.566667,150.716667
SLAVYANKA,RU,42.866667,131.383333
VITINO,RU,67.083333,32.316667
NISHTUN,YE,15.816667,52.2
ASH SHIHR OIL TERMINAL,YE,14.733333,49.5
ESBJERG,DK,55.466667,8.45
AUGUSTENBORG,DK,54.95,9.866667
FREDERICIA,DK,55.566667,9.766667
VEJLE,DK,55.716667,9.55
STUDSTRUP,DK,56.25,10.35
HADSUND,DK,56.716667,10.116667
MARIAGER,DK,56.65,9.983333
CASILDA,CU,21.75,-79.983333
CIENFUEGOS,CU,22.15,-80.45
SANTIAGO DE CUBA,CU,20.016667,-75.833333
PUERTO GUANTANAMO,CU,19.983333,-75.133333
SERANGOON HARBOR,SG,1.4,103.95
KEPPEL - (EAST SINGAPORE),SG,1.283333,103.85
JURONG ISLAND,SG,1.283333,103.733333
ERIE,US,42.15,-80.1
SANDUSKY,US,41.45,-82.716667
PUT IN BAY,US,41.65,-82.816667
SOUDHA,GR,35.483333,24.183333
SITIA,GR,35.216667,26.133333
KALI LIMENES,GR,34.933333,24.833333
AYIOS NIKOLAOS,GR,35.2,25.716667
KABA BURNU,TR,40.766667,29.533333
IZMIT,TR,40.766667,29.916667
ERDEK,TR,40.383333,27.8
KARABIGA,TR,40.4,27.316667
AYVALIK,TR,39.316667,26.7
IZMIR,TR,38.433333,27.133333
KUSADASI,TR,37.866667,27.25
BODRUM,TR,37.033333,27.433333
LUGANVILLE,VU,-15.516667,167.166667
ALBERTON,CA,46.8,-64.066667
SUMMERSIDE,CA,46.4,-63.783333
CHARLOTTETOWN,CA,46.233333,-63.133333
PORT GENTIL,GA,-0.7,8.8
EL GHARDAQA,EG,27.216667,33.85
EL-ADABIYA,EG,29.866667,32.466667
RAS ABU ZANIMAH,EG,29.033333,33.116667
EL TUR HARBOR,EG,28.233333,33.616667
NUWEIBA EL MUZEIMA,EG,28.966667,34.65
HAVRE ST PIERRE,CA,50.233333,-63.6
MINGAN,CA,50.283333,-64.016667
ROAD HARBOR,VG,18.416667,-64.616667
SUNGAIPAKNING,ID,1.35,102.166667
BENGKALIS,ID,1.466667,102.1
PANGKALANSUSU,ID,4.116667,98.216667
TANJUNG BALAI KARIMUN,ID,0.983333,103.433333
CARTAGENA,CO,10.416667,-75.533333
SANTA MARTA,CO,11.25,-74.216667
EL BOSQUE,CO,10.4,-75.533333
TOPOLOBAMPO,MX,25.6,-109.066667
LA PAZ,MX,24.166667,-110.316667
ACAPULCO,MX,16.85,-99.933333
PENG-HU KANG,TW,23.583333,119.533333
ELLEFSEN HARBOR,AQ,-60.733333,-45.033333
SCOTIA BAY,AQ,-60.75,-44.716667
ADMIRALTY BAY,AQ,-62.083333,-58.416667
PORT FOSTER,AQ,-62.95,-60.633333
PORT LOCKROY,AQ,-64.816667,-63.5
MELCHIOR HARBOR,AQ,-64.316667,-63
ANDERSEN HARBOR,AQ,-64.316667,-62.933333
MCMURDO STATION,AQ,-77.85,166.65
PATTANI,TH,6.95,101.3
KOTOR,ME,42.416667,18.766667
VYBORG,RU,60.716667,28.75
LOMONOSOV,RU,59.916667,29.766667
PHILLIPSBURG,SX,18.016667,-63.05
ALMIRANTE,PA,9.3,-82.4
KUALA BELAIT,BN,4.633333,114.2
OCHO RIOS,JM,18.416667,-77.116667
PORT ANTONIO,JM,18.183333,-76.45
ARDGLASS,GB,54.266667,-5.616667
LARNE,GB,54.85,-5.8
KILROOT,GB,54.733333,-5.716667
WARREN POINT,GB,54.1,-6.25
TAWA,MY,4.25,117.883333
VIEUX FORT,LC,13.716667,-60.966667
CASTRIES,LC,14.016667,-61
GRAND CUL DE SAC BAY,LC,13.983333,-61.016667
GREENVILLE,LR,4.983333,-9.05
BANG SAPHAN,TH,11.183333,99.6
KHANOM,TH,9.2,99.9
KHAWR KHASAB,OM,26.216667,56.233333
SHEERNESS,GB,51.45,0.75
ISLE OF GRAIN,GB,51.433333,0.7
LIPARI,IT,38.483333,14.966667
CHORNOMORS KE,UA,45.516667,32.7
YEVPATORIYA,UA,45.2,33.383333
SEVASTOPOL,UA,44.616667,33.533333
BALAKLAVA,UA,44.5,33.6
SUDAK,UA,44.85,34.983333
HENICHESK,UA,46.166667,34.816667
KHORLY,UA,46.083333,33.283333
BELGOROD-DNESTROVSKY,UA,46.183333,30.366667
PORT OKTYABRSK,UA,46.833333,31.933333
UST-DUNAISK,UA,45.466667,29.7
TANJUNGUBAN,ID,1.066667,104.216667
PULAU SAMBU,ID,1.166667,103.9
MUNTOK,ID,-2.066667,105.166667
PANJANG,ID,-5.466667,105.316667
SIBOLGA,ID,1.733333,98.766667
BLINYU,ID,-1.633333,105.783333
VOPNAFJORDHUR,IS,65.75,-14.833333
SEYDHISFJORDHUR,IS,65.266667,-14
ESKIFJORDHUR,IS,65.066667,-14.016667
HORNABJORDUR,IS,64.25,-15.233333
NESKAUPSTADUR,IS,65.15,-13.683333
BUDIR,IS,64.933333,-14.016667
DJUPIVOGUR,IS,64.666667,-14.283333
HINATUAN,PH,8.366667,126.333333
MANGAGOY,PH,8.233333,126.316667
DAVAO,PH,7.066667,125.616667
GENERAL SANTOS,PH,6.116667,125.183333
PAGADIAN,PH,7.833333,123.433333
MARGOSATUBIG,PH,7.583333,123.166667
SANTA CLARA,PH,7.783333,122.683333
JIMENEZ,PH,8.333333,123.866667
CAGAYAN DE ORO,PH,8.5,124.666667
BUGO,PH,8.516667,124.75
PORT HOLLAND,PH,6.55,121.866667
SIASI,PH,5.55,120.816667
PALOMPON,PH,11.05,124.383333
LAZI,PH,9.133333,123.633333
PUERTO PRINCESA,PH,9.733333,118.733333
SORSOGON,PH,12.966667,124
NASUGBU,PH,14.083333,120.616667
MARIVELES,PH,14.433333,120.483333
MASINLOC,PH,15.55,119.95
PORT ROMBLON,PH,12.583333,122.266667
MASBATE,PH,12.366667,123.616667
GUIUAN,PH,11.033333,125.716667
TACLOBAN,PH,11.25,125
BASCO,PH,20.45,121.966667
CLAVERIA,PH,18.616667,121.083333
PORT SAN VICENTE,PH,18.516667,122.133333
VIRAC,PH,13.583333,124.25
SUBIC BAY,PH,14.8,120.266667
GINGOOG,PH,8.833333,125.1
MASAO,PH,9,125.416667
VICTORIA,SC,-4.616667,55.45
TULAGHI,SB,-9.1,160.15
YANDINA,SB,-9.083333,159.216667
GIZO HARBOR,SB,-8.1,156.85
RINGGI COVE,SB,-8.116667,157.1
GRAND MARAIS,US,47.75,-90.333333
WASHINGTON HARBOR,US,47.916667,-89.15
MUNISING,US,46.416667,-86.65
L ANSE,US,46.766667,-88.466667
BARAGA,US,46.783333,-88.483333
COPPER HARBOR,US,47.466667,-87.866667
EAGLE HARBOR,US,47.466667,-88.166667
ASHLAND,US,46.6,-90.866667
WASHBURN,US,46.666667,-90.883333
BAYFIELD,US,46.8,-90.816667
LA POINTE,US,46.783333,-90.783333
GOLFITO,CR,8.633333,-83.166667
PUERTO QUEPOS,CR,9.433333,-84.166667
PUERTO CALDERA,CR,9.916667,-84.716667
GUSTAVIA,GP,17.9,-62.85
APIA,WS,-13.816667,-171.766667
SAUMLAKI,ID,-7.983333,131.3
POS'YET,RU,42.65,130.8
VLADIVOSTOK,RU,43.116667,131.9
BUKHTA GAYDAMAK,RU,42.866667,132.683333
NAKHODKA,RU,42.8,132.883333
SOVETSKAYA GAVAN,RU,48.966667,140.283333
BUKHTA VANINO,RU,49.083333,140.283333
DE KASTRI,RU,51.466667,140.783333
ZARUBINO,RU,42.633333,131.083333
KINGSTOWN,VC,13.15,-61.233333
MIKINDANI,TZ,-10.266667,40.133333
DAR ES SALAAM,TZ,-6.816667,39.3
CHAKE CHAKE,TZ,-5.25,39.766667
TANGA,TZ,-5.083333,39.116667
ZANZIBAR,TZ,-6.166667,39.183333
MILOS,GR,36.716667,24.45
GAVRIO,GR,37.883333,24.733333
ANDROS,GR,37.833333,24.95
MIKONOS,GR,37.45,25.333333
QUEEN CAROLA HARBOR,PG,-5.166667,154.55
PAGO PAGO HARBOR,AS,-14.283333,-170.666667
SVENDBORG,DK,55.066667,10.616667
FABORG,DK,55.1,10.25
PORT MATHURIN,MU,-19.683333,63.416667
LONGAN ISLAND,PG,-1.216667,144.3
HAMBURG HARBOR,PG,-1.633333,149.966667
KIMBE,PG,-5.133333,150.533333
KIETA,PG,-6.216667,155.633333
KAVIENG HARBOR,PG,-2.583333,150.8
RABAUL,PG,-4.2,152.183333
BIALLA,PG,-5.3,150.983333
GASPE,CA,48.833333,-64.483333
BURGHEAD,GB,57.7,-3.5
MASSACRE BAY,US,52.833333,173.233333
CANNERY BAY,US,53.7,-166.75
DUTCH HARBOR,US,53.9,-166.533333
UNALASKA,US,53.866667,-166.533333
PALISADES POINT,US,52.233333,-174.166667
CONSTANTINE HARBOR,US,51.4,179.3
KISKA,US,51.966667,177.55
ALCAN HARBOR,US,52.733333,174.066667
SKOOT COVE,US,52.716667,174.066667
AKUTAN HARBOR,US,54.133333,-165.8
SANTO THOMAS DE CASTILLA,GT,15.7,-88.616667
POINT SAN PABLO,US,37.966667,-122.433333
SAUSALITO,US,37.85,-122.483333
PINOLE POINT,US,38.016667,-122.366667
OLEUM,US,38.05,-122.266667
MARE ISLAND,US,38.1,-122.266667
SOUTH VALLEJO,US,38.083333,-122.25
CROCKETT,US,38.05,-122.216667
PORT COSTA,US,38.05,-122.183333
BENICIA,US,38.05,-122.15
MARTINEZ,US,38.033333,-122.133333
BODEGA BAY,US,38.333333,-123.05
FORT BRAGG,US,39.45,-123.816667
FIELDS LANDING,US,40.716667,-124.216667
EUREKA,US,40.8,-124.183333
SAMOA,US,40.816667,-124.183333
PORT ORFORD,US,42.733333,-124.5
EMPIRE,US,43.4,-124.283333
NORTH BEND,US,43.4,-124.216667
COOS BAY,US,43.366667,-124.216667
WALDPORT,US,44.433333,-124.066667
DEPOE BAY,US,44.8,-124.066667
SAN DIEGO,US,32.716667,-117.183333
WILSON COVE,US,33,-118.55
ISTHMUS COVE,US,33.45,-118.5
AVALON,US,33.35,-118.316667
NEWPORT BEACH,US,33.616667,-117.9
CARPINTERIA,US,34.383333,-119.516667
PORT SAN LUIS,US,35.166667,-120.75
MONTEREY,US,36.616667,-121.883333
MOSS LANDING,US,36.8,-121.783333
SANTA CRUZ,US,36.966667,-122.016667
ROCHE  HARBOR,US,48.616667,-123.166667
ORCAS,US,48.6,-122.933333
ANACORTES,US,48.516667,-122.616667
BELLINGHAM,US,48.75,-122.5
CHERRY POINT,US,48.866667,-122.75
SEMIAHMOO,US,48.983333,-122.766667
BLAINE,US,49,-122.75
FRIDAY HARBOR,US,48.533333,-123.016667
NAHCOTTA,US,46.5,-124.033333
SEKIU,US,48.266667,-124.3
PORT ANGELES,US,48.116667,-123.433333
PORT TOWNSEND,US,48.116667,-122.75
GLEN COVE,US,48.083333,-122.783333
HOODSPORT,US,47.416667,-123.133333
PORT GAMBLE,US,47.85,-122.583333
POULSBO,US,47.733333,-122.65
KEYPORT,US,47.7,-122.616667
WINSLOW,US,47.616667,-122.516667
CREOSOTE,US,47.616667,-122.5
FORT WARD,US,47.583333,-122.516667
EAST BREMERTON,US,47.566667,-122.616667
SILVERDALE,US,47.65,-122.7
BREMERTON,US,47.566667,-122.65
PORT ORCHARD,US,47.533333,-122.633333
QUARTERMASTER HARBOR,US,47.383333,-122.466667
SHELTON,US,47.216667,-123.1
OLYMPIA,US,47.05,-122.9
NISQUALLY HEAD,US,47.116667,-122.75
TACOMA,US,47.283333,-122.416667
SEATTLE,US,47.6,-122.333333
POINT WELLS,US,47.783333,-122.4
EDWARDS POINT,US,47.8,-122.4
